color_code,color_card,red,green,blue
1026 Color card,443,165,173,225
KIPAU COLOR CHART,0443P,251,194,171
1026 Color card,444,112,117,169
KIPAU COLOR CHART,0444T,236,166,135
1026 Color card,445,141,146,198
KIPAU COLOR CHART,0445T,216,138,102
1026 Color card,446,181,190,228
KIPAU COLOR CHART,0446D,201,119,83
KIPAU COLOR CHART,0447D,170,91,57
1026 Color card,451,187,192,207
KIPAU COLOR CHART,0451P,254,227,209
1026 Color card,452,169,176,204
KIPAU COLOR CHART,0452P,251,211,188
1026 Color card,453,129,139,180
KIPAU COLOR CHART,0453P,250,203,170
1026 Color card,454,71,82,127
KIPAU COLOR CHART,0454T,230,171,139
1026 Color card,455,102,111,154
KIPAU COLOR CHART,0455T,210,147,110
1026 Color card,456,157,163,203
KIPAU COLOR CHART,0456D,192,126,87
KIPAU COLOR CHART,0457D,169,107,67
1026 Color card,461,161,165,180
KIPAU COLOR CHART,0461P,247,214,196
1026 Color card,462,135,154,179
KIPAU COLOR CHART,0462P,236,200,183
1026 Color card,463,92,110,137
KIPAU COLOR CHART,0463P,231,185,164
1026 Color card,464,18,47,79
KIPAU COLOR CHART,0464T,213,159,133
1026 Color card,465,54,79,109
KIPAU COLOR CHART,0465T,195,137,107
1026 Color card,466,104,127,155
KIPAU COLOR CHART,0466D,174,114,81
KIPAU COLOR CHART,0467D,147,90,60
1026 Color card,471,233,236,240
KIPAU COLOR CHART,0471P,255,231,216
1026 Color card,472,225,233,242
KIPAU COLOR CHART,0472P,241,206,184
1026 Color card,473,184,210,238
KIPAU COLOR CHART,0473T,216,176,150
1026 Color card,474,95,154,214
KIPAU COLOR CHART,0474T,214,169,141
1026 Color card,475,137,179,227
KIPAU COLOR CHART,0475T,189,138,103
1026 Color card,476,197,217,239
KIPAU COLOR CHART,0476D,172,121,85
KIPAU COLOR CHART,0477D,135,89,57
1026 Color card,481,215,222,229
KIPAU COLOR CHART,0481P,255,230,207
1026 Color card,482,184,207,230
KIPAU COLOR CHART,0482P,250,219,192
1026 Color card,483,111,152,203
KIPAU COLOR CHART,0483P,245,206,174
1026 Color card,484,45,98,150
KIPAU COLOR CHART,0484T,235,189,151
1026 Color card,485,83,128,178
KIPAU COLOR CHART,0485T,234,179,131
1026 Color card,486,158,191,226
KIPAU COLOR CHART,0486D,206,144,91
KIPAU COLOR CHART,0487D,164,123,82
1026 Color card,491,177,191,207
KIPAU COLOR CHART,0491P,255,237,219
1026 Color card,492,156,177,204
KIPAU COLOR CHART,0492P,255,228,203
1026 Color card,493,111,142,180
KIPAU COLOR CHART,0493P,255,221,190
1026 Color card,494,59,92,132
KIPAU COLOR CHART,0494P,255,213,175
1026 Color card,495,85,119,159
KIPAU COLOR CHART,0495P,255,202,154
1026 Color card,496,133,164,202
KIPAU COLOR CHART,0496T,255,190,133
KIPAU COLOR CHART,0497D,240,165,103
CP4 Color card,04BB 57/189,147,207,236
CP4 Color card,04BG 74/037,215,229,231
CP4 Color card,04RB 71/092,219,219,238
CP4 Color card,04YR 11/537,181,0,39
CP4 Color card,04YY 51/583,255,158,75
1026 Color card,501,229,235,240
KIPAU COLOR CHART,0501P,255,226,197
1026 Color card,502,215,231,239
KIPAU COLOR CHART,0502P,255,211,169
1026 Color card,503,43,163,216
KIPAU COLOR CHART,0503P,255,194,140
1026 Color card,504,0,151,206
KIPAU COLOR CHART,0504T,242,187,140
1026 Color card,505,120,187,227
KIPAU COLOR CHART,0505T,247,171,104
1026 Color card,506,188,220,240
KIPAU COLOR CHART,0506D,234,153,81
KIPAU COLOR CHART,0507D,208,131,59
1026 Color card,511,199,220,229
KIPAU COLOR CHART,0511P,255,225,198
1026 Color card,512,166,209,227
KIPAU COLOR CHART,0512P,238,202,182
1026 Color card,513,72,162,200
KIPAU COLOR CHART,0513P,225,193,171
1026 Color card,514,0,115,154
KIPAU COLOR CHART,0514T,200,156,130
1026 Color card,515,0,138,176
KIPAU COLOR CHART,0515T,187,146,124
1026 Color card,516,136,197,225
KIPAU COLOR CHART,0516D,169,113,78
KIPAU COLOR CHART,0517D,165,108,77
1026 Color card,521,231,238,240
KIPAU COLOR CHART,0521P,251,230,210
1026 Color card,522,216,234,240
KIPAU COLOR CHART,0522P,241,211,185
1026 Color card,523,141,209,235
KIPAU COLOR CHART,0523P,231,198,163
1026 Color card,524,0,178,224
KIPAU COLOR CHART,0524T,223,181,143
1026 Color card,525,110,201,235
KIPAU COLOR CHART,0525T,203,153,104
1026 Color card,526,183,222,237
KIPAU COLOR CHART,0526D,189,139,93
KIPAU COLOR CHART,0527D,150,110,70
1026 Color card,531,202,217,227
KIPAU COLOR CHART,0531P,244,216,200
1026 Color card,532,172,205,226
KIPAU COLOR CHART,0532P,229,195,174
1026 Color card,533,85,156,202
KIPAU COLOR CHART,0533T,204,161,133
1026 Color card,534,26,109,155
KIPAU COLOR CHART,0534T,190,143,112
1026 Color card,535,51,131,180
KIPAU COLOR CHART,0535T,182,138,105
1026 Color card,536,145,194,227
KIPAU COLOR CHART,0536D,162,114,78
KIPAU COLOR CHART,0537D,130,93,64
1026 Color card,541,175,195,207
KIPAU COLOR CHART,0541P,251,219,209
1026 Color card,542,141,183,204
KIPAU COLOR CHART,0542P,234,190,176
1026 Color card,543,77,148,179
KIPAU COLOR CHART,0543T,215,155,133
1026 Color card,544,0,100,132
KIPAU COLOR CHART,0544T,199,137,113
1026 Color card,545,55,124,154
KIPAU COLOR CHART,0545T,191,124,99
1026 Color card,546,107,170,198
KIPAU COLOR CHART,0546D,175,107,81
KIPAU COLOR CHART,0547D,156,85,57
1026 Color card,551,146,166,180
KIPAU COLOR CHART,0551P,255,209,211
1026 Color card,552,114,156,180
KIPAU COLOR CHART,0552P,250,194,196
1026 Color card,553,74,113,134
KIPAU COLOR CHART,0553T,238,162,158
1026 Color card,554,0,59,78
KIPAU COLOR CHART,0554T,203,127,118
1026 Color card,555,32,87,110
KIPAU COLOR CHART,0555T,190,122,115
1026 Color card,556,92,135,157
KIPAU COLOR CHART,0556D,167,85,69
KIPAU COLOR CHART,0557D,150,75,65
1026 Color card,561,226,238,240
KIPAU COLOR CHART,0561P,241,214,212
1026 Color card,562,209,235,239
KIPAU COLOR CHART,0562P,239,206,203
1026 Color card,563,129,215,229
KIPAU COLOR CHART,0563P,228,193,189
1026 Color card,564,0,192,215
KIPAU COLOR CHART,0564T,213,161,153
1026 Color card,565,87,210,225
KIPAU COLOR CHART,0565T,197,138,126
1026 Color card,566,172,228,234
KIPAU COLOR CHART,0566T,182,123,116
KIPAU COLOR CHART,0567D,145,82,73
1026 Color card,571,225,236,239
KIPAU COLOR CHART,0571P,249,212,207
1026 Color card,572,210,234,239
KIPAU COLOR CHART,0572P,235,187,185
1026 Color card,573,142,219,237
KIPAU COLOR CHART,0573P,227,170,165
1026 Color card,574,0,187,219
KIPAU COLOR CHART,0574T,196,128,121
1026 Color card,575,99,205,227
KIPAU COLOR CHART,0575D,173,95,83
1026 Color card,576,183,229,240
KIPAU COLOR CHART,0576D,153,77,67
KIPAU COLOR CHART,0577D,130,52,31
1026 Color card,581,194,218,225
KIPAU COLOR CHART,0581P,248,210,203
1026 Color card,582,164,214,228
KIPAU COLOR CHART,0582P,243,188,176
1026 Color card,583,70,191,217
KIPAU COLOR CHART,0583P,223,153,141
1026 Color card,584,0,146,174
KIPAU COLOR CHART,0584T,191,107,92
1026 Color card,585,53,166,195
KIPAU COLOR CHART,0585D,177,92,73
1026 Color card,586,129,203,222
KIPAU COLOR CHART,0586D,166,86,71
KIPAU COLOR CHART,0587D,142,66,47
1026 Color card,591,198,220,224
KIPAU COLOR CHART,0591P,249,212,206
1026 Color card,592,153,211,219
KIPAU COLOR CHART,0592P,236,187,180
1026 Color card,593,61,197,215
KIPAU COLOR CHART,0593P,224,169,161
1026 Color card,594,0,150,171
KIPAU COLOR CHART,0594T,207,139,128
1026 Color card,595,0,169,188
KIPAU COLOR CHART,0595T,183,107,91
1026 Color card,596,115,205,218
KIPAU COLOR CHART,0596D,166,90,73
KIPAU COLOR CHART,0597D,136,67,52
CP4 Color card,05RB 34/258,141,148,202
CP4 Color card,05YR 15/555,201,0,53
CP4 Color card,05YY 42/727,255,141,0
CP4 Color card,05YY 72/254,255,204,170
1026 Color card,601,168,190,195
KIPAU COLOR CHART,0601P,253,231,225
1026 Color card,602,129,185,197
KIPAU COLOR CHART,0602P,250,208,194
1026 Color card,603,74,156,174
KIPAU COLOR CHART,0603P,242,198,185
1026 Color card,604,0,109,125
KIPAU COLOR CHART,0604P,236,186,170
1026 Color card,605,0,131,149
KIPAU COLOR CHART,0605T,233,163,144
1026 Color card,606,95,179,195
KIPAU COLOR CHART,0606T,203,138,120
KIPAU COLOR CHART,0607D,163,89,66
1026 Color card,611,141,165,174
KIPAU COLOR CHART,0611P,249,219,204
1026 Color card,612,114,164,176
KIPAU COLOR CHART,0612P,247,208,192
1026 Color card,613,69,118,130
KIPAU COLOR CHART,0613P,240,192,172
1026 Color card,614,0,69,79
KIPAU COLOR CHART,0614T,222,162,140
1026 Color card,615,20,90,103
KIPAU COLOR CHART,0615T,202,133,104
1026 Color card,616,89,139,152
KIPAU COLOR CHART,0616T,184,113,82
KIPAU COLOR CHART,0617D,151,86,59
1026 Color card,621,214,225,228
KIPAU COLOR CHART,0621P,243,211,201
1026 Color card,622,183,196,203
KIPAU COLOR CHART,0622P,235,198,187
1026 Color card,623,122,146,154
KIPAU COLOR CHART,0623P,217,178,164
1026 Color card,624,83,108,116
KIPAU COLOR CHART,0624T,206,156,141
1026 Color card,625,104,127,135
KIPAU COLOR CHART,0625T,171,119,102
1026 Color card,626,141,165,175
KIPAU COLOR CHART,0626D,156,104,85
KIPAU COLOR CHART,0627D,135,79,60
1026 Color card,631,229,240,239
KIPAU COLOR CHART,0631P,238,211,210
1026 Color card,632,211,237,236
KIPAU COLOR CHART,0632P,231,195,195
1026 Color card,633,147,231,226
KIPAU COLOR CHART,0633P,221,184,186
1026 Color card,634,0,201,194
KIPAU COLOR CHART,0634P,220,181,178
1026 Color card,635,68,203,199
KIPAU COLOR CHART,0635T,190,142,139
1026 Color card,636,180,232,227
KIPAU COLOR CHART,0636D,153,97,89
KIPAU COLOR CHART,0637D,144,72,59
1026 Color card,641,198,223,222
KIPAU COLOR CHART,0641P,246,208,212
1026 Color card,642,159,214,212
KIPAU COLOR CHART,0642P,245,199,203
1026 Color card,643,76,205,200
KIPAU COLOR CHART,0643P,233,179,184
1026 Color card,644,0,151,148
KIPAU COLOR CHART,0644P,229,171,178
1026 Color card,645,49,177,174
KIPAU COLOR CHART,0645T,207,141,148
1026 Color card,646,123,210,206
KIPAU COLOR CHART,0646T,194,113,119
KIPAU COLOR CHART,0647D,163,83,90
1026 Color card,651,170,196,197
KIPAU COLOR CHART,0651P,253,215,220
1026 Color card,652,135,188,188
KIPAU COLOR CHART,0652P,254,205,215
1026 Color card,653,77,161,161
KIPAU COLOR CHART,0653P,247,187,199
1026 Color card,654,0,115,114
KIPAU COLOR CHART,0654T,221,163,166
1026 Color card,655,45,136,136
KIPAU COLOR CHART,0655T,217,160,160
1026 Color card,656,101,184,183
KIPAU COLOR CHART,0656T,193,124,128
KIPAU COLOR CHART,0657D,186,109,102
1026 Color card,661,147,171,173
KIPAU COLOR CHART,0661P,248,217,219
1026 Color card,662,117,166,166
KIPAU COLOR CHART,0662P,239,190,195
1026 Color card,663,71,122,123
KIPAU COLOR CHART,0663P,231,160,165
1026 Color card,664,0,85,75
KIPAU COLOR CHART,0664T,208,145,148
1026 Color card,665,50,99,100
KIPAU COLOR CHART,0665T,193,127,129
1026 Color card,666,93,144,145
KIPAU COLOR CHART,0666D,170,94,95
KIPAU COLOR CHART,0667D,132,55,60
1026 Color card,671,236,242,233
KIPAU COLOR CHART,0671P,238,208,216
1026 Color card,672,219,240,231
KIPAU COLOR CHART,0672P,223,177,186
1026 Color card,673,156,228,205
KIPAU COLOR CHART,0673P,210,160,174
1026 Color card,674,63,199,166
KIPAU COLOR CHART,0674T,196,133,145
1026 Color card,675,105,208,181
KIPAU COLOR CHART,0675T,186,132,147
1026 Color card,676,192,235,219
KIPAU COLOR CHART,0676D,147,88,98
KIPAU COLOR CHART,0677D,106,48,57
1026 Color card,681,204,224,216
KIPAU COLOR CHART,0681P,245,221,224
1026 Color card,682,170,218,203
KIPAU COLOR CHART,0682P,227,204,211
1026 Color card,683,101,212,189
KIPAU COLOR CHART,0683P,222,188,193
1026 Color card,684,44,150,126
KIPAU COLOR CHART,0684T,196,154,163
1026 Color card,685,69,177,152
KIPAU COLOR CHART,0685T,160,104,111
1026 Color card,686,144,214,193
KIPAU COLOR CHART,0686D,143,83,89
KIPAU COLOR CHART,0687D,113,53,57
1026 Color card,691,174,199,192
KIPAU COLOR CHART,0691P,232,217,219
1026 Color card,692,145,188,176
KIPAU COLOR CHART,0692P,212,186,191
1026 Color card,693,85,160,141
KIPAU COLOR CHART,0693P,209,183,185
1026 Color card,694,22,108,90
KIPAU COLOR CHART,0694P,192,162,165
1026 Color card,695,63,134,119
KIPAU COLOR CHART,0695T,170,132,134
1026 Color card,696,115,187,166
KIPAU COLOR CHART,0696T,160,123,127
KIPAU COLOR CHART,0697D,127,78,77
CP4 Color card,06BB 71/091,195,221,236
CP4 Color card,06RB 76/056,230,228,243
CP4 Color card,06YY 49/797,255,151,0
CP4 Color card,06YY 75/218,255,213,184
1026 Color card,701,154,174,170
KIPAU COLOR CHART,0701P,240,210,209
1026 Color card,702,121,167,153
KIPAU COLOR CHART,0702P,223,189,185
1026 Color card,703,77,122,112
KIPAU COLOR CHART,0703P,218,180,178
1026 Color card,704,0,68,55
KIPAU COLOR CHART,0704P,204,162,158
1026 Color card,705,46,96,85
KIPAU COLOR CHART,0705T,183,132,127
1026 Color card,706,100,142,132
KIPAU COLOR CHART,0706T,173,123,119
KIPAU COLOR CHART,0707D,143,91,80
1026 Color card,711,238,241,235
KIPAU COLOR CHART,0711P,238,210,208
1026 Color card,712,229,241,228
KIPAU COLOR CHART,0712P,228,196,193
1026 Color card,713,178,227,189
KIPAU COLOR CHART,0713T,191,150,147
1026 Color card,714,135,216,153
KIPAU COLOR CHART,0714T,160,111,105
1026 Color card,715,159,220,169
KIPAU COLOR CHART,0715T,148,92,83
1026 Color card,716,202,235,207
KIPAU COLOR CHART,0716D,138,89,82
KIPAU COLOR CHART,0717D,109,61,51
1026 Color card,721,206,222,209
KIPAU COLOR CHART,0721P,246,225,220
1026 Color card,722,186,219,193
KIPAU COLOR CHART,0722P,227,198,193
1026 Color card,723,144,207,159
KIPAU COLOR CHART,0723P,215,183,176
1026 Color card,724,88,150,110
KIPAU COLOR CHART,0724T,188,149,141
1026 Color card,725,112,179,131
KIPAU COLOR CHART,0725T,161,116,105
1026 Color card,726,164,210,174
KIPAU COLOR CHART,0726D,141,98,86
KIPAU COLOR CHART,0727D,108,66,53
1026 Color card,731,181,197,185
KIPAU COLOR CHART,0731P,255,231,219
1026 Color card,732,160,192,168
KIPAU COLOR CHART,0732P,248,226,218
1026 Color card,733,113,162,130
KIPAU COLOR CHART,0733P,235,203,190
1026 Color card,734,66,111,82
KIPAU COLOR CHART,0734T,214,175,159
1026 Color card,735,89,134,104
KIPAU COLOR CHART,0735T,177,130,110
1026 Color card,736,132,183,149
KIPAU COLOR CHART,0736D,160,111,91
KIPAU COLOR CHART,0737D,126,79,57
1026 Color card,741,151,169,158
KIPAU COLOR CHART,0741P,247,230,222
1026 Color card,742,140,168,144
KIPAU COLOR CHART,0742P,236,212,201
1026 Color card,743,87,118,99
KIPAU COLOR CHART,0743P,228,196,180
1026 Color card,744,0,73,43
KIPAU COLOR CHART,0744T,193,153,134
1026 Color card,745,66,97,76
KIPAU COLOR CHART,0745T,177,134,113
1026 Color card,746,109,143,123
KIPAU COLOR CHART,0746D,155,112,91
KIPAU COLOR CHART,0747D,122,86,67
1026 Color card,751,218,223,218
KIPAU COLOR CHART,0751P,229,208,208
1026 Color card,752,188,198,194
KIPAU COLOR CHART,0752P,209,184,184
1026 Color card,753,122,146,142
KIPAU COLOR CHART,0753T,193,165,166
1026 Color card,754,83,105,100
KIPAU COLOR CHART,0754T,173,137,132
1026 Color card,755,105,128,123
KIPAU COLOR CHART,0755D,138,103,102
1026 Color card,756,150,170,162
KIPAU COLOR CHART,0756D,115,79,78
KIPAU COLOR CHART,0757D,93,54,42
1026 Color card,761,241,241,230
KIPAU COLOR CHART,0761P,225,204,201
1026 Color card,762,236,239,219
KIPAU COLOR CHART,0762P,214,189,187
1026 Color card,763,209,228,177
KIPAU COLOR CHART,0763P,189,158,152
1026 Color card,764,184,214,131
KIPAU COLOR CHART,0764T,177,142,136
1026 Color card,765,189,219,153
KIPAU COLOR CHART,0765T,146,108,100
1026 Color card,766,220,231,198
KIPAU COLOR CHART,0766D,128,89,81
KIPAU COLOR CHART,0767D,92,56,48
1026 Color card,771,216,220,205
KIPAU COLOR CHART,0771P,233,223,224
1026 Color card,772,197,214,182
KIPAU COLOR CHART,0772P,215,205,208
1026 Color card,773,172,204,139
KIPAU COLOR CHART,0773P,204,191,194
1026 Color card,774,123,148,94
KIPAU COLOR CHART,0774P,186,173,177
1026 Color card,775,144,172,113
KIPAU COLOR CHART,0775T,155,139,143
1026 Color card,776,180,203,157
KIPAU COLOR CHART,0776D,108,86,87
KIPAU COLOR CHART,0777D,73,52,49
1026 Color card,781,182,193,179
KIPAU COLOR CHART,0781P,247,232,227
1026 Color card,782,173,189,159
KIPAU COLOR CHART,0782P,231,213,206
1026 Color card,783,135,158,117
KIPAU COLOR CHART,0783P,213,189,180
1026 Color card,784,92,109,71
KIPAU COLOR CHART,0784T,185,157,145
1026 Color card,785,110,131,96
KIPAU COLOR CHART,0785T,157,126,113
1026 Color card,786,158,179,136
KIPAU COLOR CHART,0786D,139,106,92
KIPAU COLOR CHART,0787D,99,71,56
1026 Color card,791,165,175,160
KIPAU COLOR CHART,0791P,230,213,209
1026 Color card,792,150,165,135
KIPAU COLOR CHART,0792P,213,190,187
1026 Color card,793,104,121,95
KIPAU COLOR CHART,0793T,183,156,150
1026 Color card,794,56,70,37
KIPAU COLOR CHART,0794T,169,147,144
1026 Color card,795,82,96,70
KIPAU COLOR CHART,0795T,140,114,109
1026 Color card,796,125,140,114
KIPAU COLOR CHART,0796D,118,93,87
KIPAU COLOR CHART,0797D,67,41,39
CP4 Color card,07GG 07/143,0,65,52
CP4 Color card,07GG 08/244,0,90,60
CP4 Color card,07YR 10/489,168,0,32
1026 Color card,801,225,225,216
KIPAU COLOR CHART,0801P,236,225,221
1026 Color card,802,196,198,190
KIPAU COLOR CHART,0802P,229,214,207
1026 Color card,803,140,149,135
KIPAU COLOR CHART,0803P,204,182,171
1026 Color card,804,97,106,92
KIPAU COLOR CHART,0804T,183,162,150
1026 Color card,805,118,127,115
KIPAU COLOR CHART,0805T,164,140,125
1026 Color card,806,166,170,154
KIPAU COLOR CHART,0806D,131,107,92
KIPAU COLOR CHART,0807D,98,77,63
1026 Color card,811,251,244,228
KIPAU COLOR CHART,0811P,230,222,215
1026 Color card,812,241,238,215
KIPAU COLOR CHART,0812P,231,219,211
1026 Color card,813,232,228,164
KIPAU COLOR CHART,0813P,211,193,181
1026 Color card,814,219,216,117
KIPAU COLOR CHART,0814P,195,174,160
1026 Color card,815,227,221,141
KIPAU COLOR CHART,0815T,147,124,107
1026 Color card,816,241,238,192
KIPAU COLOR CHART,0816T,126,103,86
KIPAU COLOR CHART,0817D,92,70,56
1026 Color card,821,228,223,201
KIPAU COLOR CHART,0821P,233,218,205
1026 Color card,822,222,219,176
KIPAU COLOR CHART,0822P,225,207,192
1026 Color card,823,207,203,127
KIPAU COLOR CHART,0823P,219,199,185
1026 Color card,824,152,150,90
KIPAU COLOR CHART,0824P,213,188,168
1026 Color card,825,174,174,106
KIPAU COLOR CHART,0825T,197,170,147
1026 Color card,826,212,211,152
KIPAU COLOR CHART,0826T,192,168,149
KIPAU COLOR CHART,0827T,157,130,109
1026 Color card,831,197,198,180
KIPAU COLOR CHART,0831P,245,232,226
1026 Color card,832,187,187,152
KIPAU COLOR CHART,0832P,223,209,202
1026 Color card,833,161,158,111
KIPAU COLOR CHART,0833P,212,197,188
1026 Color card,834,112,108,63
KIPAU COLOR CHART,0834P,191,174,165
1026 Color card,835,130,130,83
KIPAU COLOR CHART,0835T,198,177,161
1026 Color card,836,183,184,132
KIPAU COLOR CHART,0836T,180,164,153
KIPAU COLOR CHART,0837T,147,126,113
1026 Color card,841,168,168,150
KIPAU COLOR CHART,0841P,241,221,205
1026 Color card,842,168,167,131
KIPAU COLOR CHART,0842P,214,193,171
1026 Color card,843,122,121,89
KIPAU COLOR CHART,0843T,197,170,144
1026 Color card,844,73,74,30
KIPAU COLOR CHART,0844T,198,167,139
1026 Color card,845,101,100,70
KIPAU COLOR CHART,0845T,169,139,111
1026 Color card,846,143,142,109
KIPAU COLOR CHART,0846T,148,119,89
KIPAU COLOR CHART,0847D,115,94,68
1026 Color card,851,251,241,225
KIPAU COLOR CHART,0851P,237,221,205
1026 Color card,852,255,243,212
KIPAU COLOR CHART,0852P,230,208,184
1026 Color card,853,255,235,161
KIPAU COLOR CHART,0853P,212,187,157
1026 Color card,854,252,225,109
KIPAU COLOR CHART,0854T,197,171,138
1026 Color card,855,254,231,135
KIPAU COLOR CHART,0855T,179,151,113
1026 Color card,856,255,239,188
KIPAU COLOR CHART,0856T,163,134,96
KIPAU COLOR CHART,0857D,128,103,68
1026 Color card,861,230,221,194
KIPAU COLOR CHART,0861P,255,242,225
1026 Color card,862,233,219,172
KIPAU COLOR CHART,0862P,251,219,193
1026 Color card,863,228,207,120
KIPAU COLOR CHART,0863P,246,209,176
1026 Color card,864,168,150,84
KIPAU COLOR CHART,0864T,234,188,145
1026 Color card,865,197,176,99
KIPAU COLOR CHART,0865T,209,172,140
1026 Color card,866,228,211,146
KIPAU COLOR CHART,0866T,195,166,137
KIPAU COLOR CHART,0867T,164,133,106
1026 Color card,871,202,196,173
KIPAU COLOR CHART,0871P,252,231,215
1026 Color card,872,203,191,149
KIPAU COLOR CHART,0872P,238,211,185
1026 Color card,873,173,160,107
KIPAU COLOR CHART,0873P,240,205,173
1026 Color card,874,128,113,67
KIPAU COLOR CHART,0874P,227,191,159
1026 Color card,875,153,136,89
KIPAU COLOR CHART,0875T,214,177,142
1026 Color card,876,202,184,127
KIPAU COLOR CHART,0876T,184,138,93
KIPAU COLOR CHART,0877D,142,100,55
1026 Color card,881,182,172,152
KIPAU COLOR CHART,0881P,250,223,198
1026 Color card,882,175,164,129
KIPAU COLOR CHART,0882P,238,203,167
1026 Color card,883,132,122,90
KIPAU COLOR CHART,0883P,225,187,144
1026 Color card,884,81,70,35
KIPAU COLOR CHART,0884T,202,157,107
1026 Color card,885,109,96,67
KIPAU COLOR CHART,0885T,197,148,97
1026 Color card,886,153,143,109
KIPAU COLOR CHART,0886T,188,142,89
